EVTOPT_d_IB.180;Other options.;;;;;;;;;;;;;x
EVTOPT_e_IB.180;I defeated Death;;;;;;;;;;;;;x
EVTOPT_a_IB.181;I think I would make a good spy.;;;;;;;;;;;;;x
EVTOPT_b_IB.181;I am an International Master.;;;;;;;;;;;;;x
EVTOPT_c_IB.181;Even Death fears me.;;;;;;;;;;;;;x
EVTOPT_d_IB.181;Go back.;;;;;;;;;;;;;x
IB_chessmaster_bloodline_effect;Characters are more likely to be §GGenius§;;;;;;;;;;;x
EVTDESCIB.190;Against all odds [Root.GetTitledFirstName] gained victory in the war against [From.GetTitledFirstName].A great strategy, valorous soldiers and a hefty amount of gold combined with intelligence of [Root.GetTitledFirstName] made this victory possible.;;;;;;;;;;;;;x
EVTDESCIB.191;Against all odds [Root.GetTitledFirstName] gained victory in the war against [From.GetTitledFirstName].A great strategy, valorous soldiers and a hefty amount of gold combined with intelligence of [Root.GetTitledFirstName] made this victory possible.;;;;;;;;;;;;;x
EVTOPT_a_IB.190;Appear weak when you are strong, and strong when you are weak.;;;;;;;;;;;;;x
EVTDESCIB.201;[Root.GetTitledFirstName] lead her army to many great victories and was victorious in many duels.There is no doubt that she is one of the best warrior the world has seen.;;;;;;;;;;;;;x
EVTOPT_a_IB.201;History will never forget me;;;;;;;;;;;;;x
EVTDESCIB.211;Since the founding of Cathage Romans and Berbers have always been at odds.By conquering Rome [Root.GetTitledFirstName] finally achieves dream of his ancestors and reveales the world who the real ruler of mediterrean is.;;;;;;;;;;;;;x
EVTOPT_a_IB.211;Hannibal would be proud;;;;;;;;;;;;;x
EVTDESCIB.220;Works of [Root.GetTitledFirstName] are recognized as greatest literary works of middle ages.If there was swedish academy that grants prizes for various categories, [Root.GetTitledFirstName] would certainly win the prize for literature.;;;;;;;;;;;;;x
EVTOPT_a_IB.220;You can make anything by writing.;;;;;;;;;;;;;x
EVTDESCIB.230;[Root.GetTitledFirstName] domiantes global trade with huge number of tradesposts [Root.GetSheHe] owns.[Root.GetHerHisCap] wealth is the object of many people's envy.;;;;;;;;;;;;;x
EVTOPT_a_IB.230;Wealth is the ability to fully experience life.;;;;;;;;;;;;;x
ib_writers_guild_province;Writer's Guild;;;;;;;;;;;;;x
desc_ib_writers_guild_province;Writer's Guild;;;;;;;;;;;;;x
EVTDESCIB.AI;Thank you for downloading More Bloodlines mod. As this mod adds lots of new bloodlines and some of them are easy to trigger for AI there may be too many of some bloodlines.\nYou can chose how bloodlines should work for AI.;;;;;;;;;;;;;x
EVTOPT_AI_1;No restrictions.;;;;;;;;;;;;;x
EVTOPT_AI_less;Some bloodlines are restricted(disabled or stricter conditions for AI).;;;;;;;;;;;;;x
EVTOPT_AI_none;Most Bloodlines are disabled for AI.;;;;;;;;;;;;;x
EVTOPT_AI_none_tool;Only bloodlines that are very very unlikely for AI to achieve are enabled.;;;;;;;;;;;;;x
EVTDESCIB.244;Wise and brave ruler of [Root.PrimaryTitle.GetName], [Root.GetFirstNameWithNick] is celebrated as a Saxon hero in all the nordic lands.[Root.GetHerHis] success against Carolingians stopped their advance into nordic lands and by forming an empire for Norse [Root.GetSheHe] created a strong foundation for nordic people to flourish.;;;;;;;;;;;;;x
EVTOPT_a_IB.244;Odin owns you all.;;;;;;;;;;;;;x
EVTDESCIB.252;At first people thought it was a coincidence but spouses of [Root.GetTitledFirstName] continues dying early and [Root.GetTitledFirstName] keeps remarrying.There are numerous rumors about why spouses of [Root.GetTitledFirstName] die early and each has a different reason but they all have the common point blaming [Root.GetTitledFirstName] for her spouses deaths.It is unknown if there is any truth to the rumor but majprity of the people believe it to be truth.;;;;;;;;;;;;;x
EVTOPT_a_IB.252;[Root.GetFirstNameWithNick] is a black widow.;;;;;;;;;;;;;x
EVTDESCIB.260;[Root.GetFirstNameWithNick] celebrates [Root.GetHerHis] 100th birthday this year.Be it his friends or enemies, everyone is surprised and curious about his long life.\nSome say it is because he is loved by God, some say it is because of his healthy lifestyle some think it is because of expensive medicine and elixirs and some even accuse [Root.GetHerHim] of magic and witchcraft.\nAs for what truth is no one but [Root.GetFirstNameWithNick] and [Root.Religion.GetHighGodName] knows.;;;;;;;;;;;;;x
EVTOPT_a_IB.260;Long live [Root.GetFirstNameWithNick].;;;;;;;;;;;;;x
EVTDESCIB.270;It has been dream of muslims and Turks for many generations to conquer Constantinople. [Root.GetTitledFirstName] finally achieved the dream and put an end to Roman rule over Constantinople, Queen of Cities.;;;;;;;;;;;;;x
EVTOPT_a_IB.270;From now on Turks are the emperors of Rome.;;;;;;;;;;;;;x
EVTDESCIB.280;[This.GetFirstNameWithNick] appalled [Root.GetHerHis] peers by consuming flesh of 5 of [Root.GetHerHis] children.\nIt is not known if [Root.GetSheHe] did it because he feared fate of Cronus or if [Root.GetSheHe] did it to imitate Cronus in a deranged show of devotion or prayer.;;;;;;;;;;;;;x
EVTOPT_a_IB.280;I have blood of Titans.;;;;;;;;;;;;;x
EVTDESCIB.290;[This.GetFirstNameWithNick] restored the kingdom of Israel, rebuilt the Temple of Jerusalem and reestablished the High Priesthood of Judaism and established Jewish law as the law of the land. Many people believe he is the prophesied Massiah.;;;;;;;;;;;;;x
EVTOPT_a_IB.290;Salvation is coming.;;;;;;;;;;;;;x





